date,regime_zone,signal_score
2024-01-18,EUPHORIA,7.9562
2024-01-19,EUPHORIA,60.5292
2024-01-22,NEUTRAL,1.2388
2024-01-23,EUPHORIA,26.2883
2024-01-24,RISK-OFF,-41.5716
2024-01-25,EUPHORIA,55.3754
2024-01-26,EUPHORIA,14.3172
2024-01-29,EUPHORIA,16.902
2024-01-30,RISK-OFF,-33.121
2024-01-31,NEUTRAL,-1.941
2024-02-01,EUPHORIA,55.5373
2024-02-02,RISK-OFF,-62.5292
2024-02-05,EUPHORIA,9.2255
2024-02-06,EUPHORIA,102.2779
2024-02-07,NEUTRAL,2.7723
2024-02-08,RISK-OFF,-22.899
2024-02-09,EUPHORIA,30.8473
2024-02-12,EUPHORIA,69.7154
2024-02-13,RISK-OFF,-36.6329
2024-02-14,EUPHORIA,53.7435
2024-02-15,EUPHORIA,18.1591
2024-02-16,EUPHORIA,8.0189
2024-02-20,EUPHORIA,63.9368
2024-02-21,RISK-OFF,-101.2979
2024-02-22,NEUTRAL,3.6418
2024-02-23,EUPHORIA,21.7837
2024-02-26,NEUTRAL,-3.0816
2024-02-27,EUPHORIA,35.9636
2024-02-28,RISK-OFF,-85.9878
2024-02-29,RISK-OFF,-20.4952
2024-03-01,EUPHORIA,14.6774
2024-03-04,RISK-OFF,-71.547
2024-03-05,RISK-OFF,-18.0192
2024-03-06,EUPHORIA,28.7217
2024-03-07,EUPHORIA,53.9363
2024-03-08,RISK-OFF,-67.3983
2024-03-11,NEUTRAL,3.3081
2024-03-12,EUPHORIA,59.767
2024-03-13,EUPHORIA,21.9138
2024-03-14,RISK-OFF,-59.3227
2024-03-15,CAUTION,-6.7245
2024-03-18,RISK-OFF,-17.8847
2024-03-19,CAUTION,-6.5576
2024-03-20,EUPHORIA,70.1782
2024-03-21,RISK-OFF,-9.9887
2024-03-22,RISK-OFF,-22.8231
2024-03-25,EUPHORIA,13.5773
2024-03-26,EUPHORIA,8.5637
2024-03-27,EUPHORIA,53.0605
2024-03-28,RISK-OFF,-23.3174
2024-04-01,RISK-OFF,-97.256
2024-04-02,CAUTION,-4.1274
2024-04-03,CAUTION,-4.3635
2024-04-04,EUPHORIA,32.5251
2024-04-05,RISK-OFF,-28.6686
2024-04-08,EUPHORIA,25.8699
2024-04-09,EUPHORIA,11.4216
2024-04-10,RISK-OFF,-63.0432
2024-04-11,EUPHORIA,13.9825
2024-04-12,RISK-OFF,-44.5795
2024-04-15,RISK-OFF,-8.5227
2024-04-16,RISK-OFF,-76.624
2024-04-17,EUPHORIA,13.2178
2024-04-18,CAUTION,-7.3563
2024-04-19,EUPHORIA,47.0491
2024-04-22,EUPHORIA,10.9102
2024-04-23,RISK-OFF,-9.0315
2024-04-24,EUPHORIA,44.1833
2024-04-25,RISK-OFF,-18.6937
2024-04-26,EUPHORIA,83.691
2024-04-29,RISK-OFF,-31.0153
2024-04-30,RISK-OFF,-25.8977
2024-05-01,EUPHORIA,25.1201
2024-05-02,EUPHORIA,12.1851
2024-05-03,NEUTRAL,2.5545
2024-05-06,RISK-OFF,-29.7668
2024-05-07,EUPHORIA,12.1244
2024-05-08,NEUTRAL,0.9352
2024-05-09,RISK-OFF,-107.1073
2024-05-10,NEUTRAL,0.3572
2024-05-13,RISK-OFF,-25.4981
2024-05-14,EUPHORIA,19.0681
2024-05-15,RISK-OFF,-60.7718
2024-05-16,RISK-OFF,-20.1698
2024-05-17,RISK-OFF,-58.3396
2024-05-20,RISK-OFF,-41.189
2024-05-21,RISK-OFF,-8.1195
2024-05-22,RISK-OFF,-82.106
2024-05-23,RISK-ON,4.0656
2024-05-24,EUPHORIA,24.7357
2024-05-28,RISK-OFF,-35.4149
2024-05-29,NEUTRAL,2.3457
2024-05-30,EUPHORIA,52.1593
2024-05-31,RISK-OFF,-31.7308
2024-06-03,RISK-OFF,-65.4249
2024-06-04,EUPHORIA,18.4432
2024-06-05,RISK-OFF,-55.1231
2024-06-06,EUPHORIA,28.0944
2024-06-07,RISK-OFF,-107.5003
2024-06-10,RISK-OFF,-20.1825
2024-06-11,RISK-OFF,-34.9474
2024-06-12,RISK-OFF,-35.0484
2024-06-13,EUPHORIA,40.2087
2024-06-14,NEUTRAL,0.5455
2024-06-17,NEUTRAL,2.0589
2024-06-18,RISK-OFF,-25.5174
2024-06-20,EUPHORIA,32.8173
2024-06-21,EUPHORIA,46.4069
2024-06-24,EUPHORIA,19.9999
2024-06-25,NEUTRAL,-0.9523
2024-06-26,RISK-ON,6.9823
2024-06-27,EUPHORIA,50.6188
2024-06-28,RISK-OFF,-15.396
2024-07-01,EUPHORIA,18.3865
2024-07-02,EUPHORIA,9.1355
2024-07-03,EUPHORIA,80.4334
2024-07-05,EUPHORIA,62.6057
2024-07-08,RISK-OFF,-9.7701
2024-07-09,EUPHORIA,45.2239
2024-07-10,EUPHORIA,14.4924
2024-07-11,EUPHORIA,22.7478
2024-07-12,EUPHORIA,10.0658
2024-07-15,EUPHORIA,53.9623
2024-07-16,CAUTION,-7.2493
2024-07-17,EUPHORIA,42.181
2024-07-18,RISK-OFF,-102.4691
2024-07-19,RISK-OFF,-12.9589
2024-07-22,RISK-OFF,-15.2024
2024-07-23,RISK-OFF,-31.1564
2024-07-24,NEUTRAL,3.5602
2024-07-25,EUPHORIA,37.4496
2024-07-26,EUPHORIA,41.7408
2024-07-29,NEUTRAL,-3.0178
2024-07-30,RISK-OFF,-44.5406
2024-07-31,EUPHORIA,36.3898
2024-08-01,RISK-OFF,-8.5657
2024-08-02,RISK-OFF,-17.7887
2024-08-05,RISK-OFF,-10.6843
2024-08-06,EUPHORIA,39.3474
2024-08-07,EUPHORIA,10.984
2024-08-08,EUPHORIA,24.1148
2024-08-09,EUPHORIA,67.2018
2024-08-12,EUPHORIA,9.4176
2024-08-13,EUPHORIA,53.9465
2024-08-14,RISK-OFF,-16.064
2024-08-15,EUPHORIA,10.7243
2024-08-16,EUPHORIA,33.3952
2024-08-19,EUPHORIA,20.6852
2024-08-20,RISK-OFF,-31.7651
2024-08-21,RISK-ON,7.8391
2024-08-22,RISK-OFF,-23.7751
2024-08-23,EUPHORIA,58.3434
2024-08-26,EUPHORIA,44.5976
2024-08-27,EUPHORIA,10.5073
2024-08-28,RISK-OFF,-9.0904
2024-08-29,RISK-OFF,-75.3025
2024-08-30,EUPHORIA,10.5728
2024-09-03,RISK-OFF,-67.3812
2024-09-04,EUPHORIA,42.3441
2024-09-05,RISK-OFF,-17.5236
2024-09-06,RISK-OFF,-52.6929
2024-09-09,EUPHORIA,54.1646
2024-09-10,RISK-OFF,-79.4771
2024-09-11,RISK-ON,4.7584
2024-09-12,RISK-OFF,-40.0516
2024-09-13,EUPHORIA,44.6526
2024-09-16,EUPHORIA,10.7889
2024-09-17,EUPHORIA,29.8278
2024-09-18,RISK-ON,6.3506
2024-09-19,RISK-OFF,-11.4927
2024-09-20,RISK-OFF,-127.1069
2024-09-23,RISK-OFF,-53.6135
2024-09-24,EUPHORIA,63.7443
2024-09-25,RISK-OFF,-17.146
2024-09-26,EUPHORIA,38.3089
2024-09-27,RISK-OFF,-42.2635
2024-09-30,RISK-OFF,-14.6063
2024-10-01,NEUTRAL,-2.9458
2024-10-02,EUPHORIA,17.0705
2024-10-03,RISK-OFF,-65.9972
2024-10-04,EUPHORIA,53.1415
2024-10-07,EUPHORIA,15.8034
2024-10-08,CAUTION,-5.7219
2024-10-09,RISK-OFF,-33.4026
2024-10-10,CAUTION,-6.87
2024-10-11,NEUTRAL,-3.5531
2024-10-14,EUPHORIA,107.8726
2024-10-15,RISK-OFF,-54.1228
2024-10-16,EUPHORIA,36.5152
2024-10-17,NEUTRAL,2.6183
2024-10-18,RISK-OFF,-20.5013
2024-10-21,RISK-OFF,-20.0416
2024-10-22,RISK-OFF,-31.515
2024-10-23,RISK-OFF,-17.7627
2024-10-24,NEUTRAL,2.2877
2024-10-25,RISK-OFF,-27.3748
2024-10-28,EUPHORIA,102.2266
2024-10-29,RISK-OFF,-42.4945
2024-10-30,EUPHORIA,14.259
2024-10-31,NEUTRAL,3.9843
2024-11-01,RISK-OFF,-56.7168
2024-11-04,EUPHORIA,39.2121
2024-11-05,EUPHORIA,60.8481
2024-11-06,EUPHORIA,18.7276
2024-11-07,NEUTRAL,-2.4046
2024-11-08,RISK-OFF,-35.8734
2024-11-11,RISK-OFF,-76.6999
2024-11-12,RISK-ON,4.6262
2024-11-13,RISK-OFF,-37.4761
2024-11-14,EUPHORIA,41.4488
2024-11-15,RISK-OFF,-21.6341
2024-11-18,RISK-OFF,-23.8006
2024-11-19,RISK-OFF,-19.4208
2024-11-20,RISK-OFF,-59.478
2024-11-21,RISK-OFF,-44.793
2024-11-22,EUPHORIA,100.1201
2024-11-25,RISK-OFF,-25.9798
2024-11-26,RISK-OFF,-14.5129
2024-11-27,RISK-OFF,-24.2932
2024-11-29,RISK-OFF,-137.7448
2024-12-02,NEUTRAL,3.0364
2024-12-03,EUPHORIA,50.6351
2024-12-04,NEUTRAL,-0.5348
2024-12-05,EUPHORIA,41.3426
2024-12-06,RISK-OFF,-62.6449
2024-12-09,CAUTION,-5.7188
2024-12-10,EUPHORIA,26.6998
2024-12-11,EUPHORIA,27.8357
2024-12-12,RISK-OFF,-97.1495
2024-12-13,NEUTRAL,-0.809
2024-12-16,RISK-OFF,-42.7249
2024-12-17,EUPHORIA,13.6402
2024-12-18,RISK-OFF,-174.6481
2024-12-19,RISK-ON,6.7939
2024-12-20,NEUTRAL,1.5526
2024-12-23,RISK-OFF,-43.0508
2024-12-24,RISK-OFF,-9.9768
2024-12-26,EUPHORIA,33.2253
2024-12-27,RISK-OFF,-35.8499
2024-12-30,RISK-OFF,-108.5712
2024-12-31,EUPHORIA,44.9459
2025-01-02,RISK-ON,6.5047
2025-01-03,EUPHORIA,37.8521
2025-01-06,RISK-OFF,-39.1691
2025-01-07,EUPHORIA,94.3915
2025-01-08,RISK-OFF,-94.2341
2025-01-10,RISK-OFF,-88.0637
2025-01-13,EUPHORIA,31.0765
2025-01-14,RISK-ON,5.8292
2025-01-15,EUPHORIA,58.2011
2025-01-16,RISK-OFF,-82.5224
2025-01-17,EUPHORIA,92.1938
2025-01-21,EUPHORIA,55.9674
2025-01-22,NEUTRAL,0.3241
2025-01-23,EUPHORIA,19.5784
2025-01-24,EUPHORIA,18.897
2025-01-27,EUPHORIA,82.4856
2025-01-28,EUPHORIA,54.4482
2025-01-29,RISK-OFF,-39.9872
2025-01-30,EUPHORIA,98.8194
2025-01-31,CAUTION,-4.8278
2025-02-03,RISK-OFF,-70.7733
2025-02-04,EUPHORIA,28.4917
2025-02-05,RISK-OFF,-38.1738
2025-02-06,EUPHORIA,31.6492
2025-02-07,RISK-OFF,-35.113
2025-02-10,NEUTRAL,2.0346
2025-02-11,RISK-ON,7.8285
2025-02-12,RISK-OFF,-60.5073
2025-02-13,NEUTRAL,-3.7831
2025-02-14,EUPHORIA,76.3155
2025-02-18,RISK-OFF,-58.6096
2025-02-19,RISK-OFF,-94.613
2025-02-20,EUPHORIA,41.2795
2025-02-21,RISK-OFF,-85.4066
2025-02-24,RISK-OFF,-10.2421
2025-02-25,EUPHORIA,10.7431
2025-02-26,RISK-OFF,-20.8697
2025-02-27,NEUTRAL,-1.2915
2025-02-28,RISK-OFF,-43.1306
2025-03-03,RISK-OFF,-67.4356
2025-03-04,RISK-OFF,-73.0208
2025-03-05,EUPHORIA,49.0107
2025-03-06,EUPHORIA,28.4708
2025-03-07,EUPHORIA,13.3907
2025-03-10,RISK-OFF,-75.3599
2025-03-11,EUPHORIA,17.9443
2025-03-12,EUPHORIA,66.0872
2025-03-13,EUPHORIA,37.1522
2025-03-14,EUPHORIA,100.5188
2025-03-17,EUPHORIA,84.532
2025-03-18,RISK-ON,4.2237
2025-03-19,NEUTRAL,3.1592
2025-03-20,EUPHORIA,9.8725
2025-03-21,EUPHORIA,16.7128
2025-03-24,RISK-OFF,-29.5112
2025-03-25,EUPHORIA,29.9329
2025-03-26,CAUTION,-4.4544
2025-03-27,RISK-OFF,-16.6256
2025-03-28,RISK-OFF,-72.5117
2025-03-31,RISK-OFF,-21.6686
2025-04-01,EUPHORIA,68.5665
2025-04-02,RISK-OFF,-14.6083
2025-04-03,EUPHORIA,15.2188
2025-04-04,RISK-OFF,-111.4818
2025-04-07,RISK-OFF,-22.2989
2025-04-08,RISK-OFF,-23.8567
2025-04-09,EUPHORIA,79.3564
2025-04-10,RISK-OFF,-13.7401
2025-04-11,EUPHORIA,38.8073
2025-04-14,EUPHORIA,82.9573
2025-04-15,RISK-OFF,-8.9277
2025-04-16,NEUTRAL,3.8076
2025-04-17,EUPHORIA,49.5154
2025-04-21,EUPHORIA,43.0845
2025-04-22,EUPHORIA,87.429
2025-04-23,EUPHORIA,38.5554
2025-04-24,EUPHORIA,57.0986
2025-04-25,EUPHORIA,14.643
2025-04-28,RISK-OFF,-22.5402
2025-04-29,RISK-ON,6.3065
2025-04-30,RISK-OFF,-22.4787
2025-05-01,RISK-OFF,-41.7534
2025-05-02,RISK-OFF,-19.0316
2025-05-05,RISK-OFF,-29.4363
2025-05-06,EUPHORIA,9.2278
2025-05-07,RISK-OFF,-51.1012
2025-05-08,EUPHORIA,115.1258
2025-05-09,RISK-OFF,-37.2434
2025-05-12,EUPHORIA,24.4932
2025-05-13,EUPHORIA,86.2234
2025-05-14,EUPHORIA,30.495
2025-05-15,RISK-ON,6.5135
2025-05-16,RISK-ON,6.996
2025-05-19,EUPHORIA,68.0068
2025-05-20,RISK-OFF,-80.3112
2025-05-21,RISK-OFF,-48.8829
2025-05-22,NEUTRAL,3.6859
2025-05-23,NEUTRAL,-0.8621
2025-05-27,EUPHORIA,24.6716
2025-05-28,EUPHORIA,17.6098
2025-05-29,RISK-ON,6.0123
2025-05-30,RISK-OFF,-30.1004
2025-06-02,RISK-OFF,-72.0506
2025-06-03,EUPHORIA,28.1528
2025-06-04,RISK-OFF,-10.2505
2025-06-05,EUPHORIA,14.2662
2025-06-06,RISK-OFF,-13.5349
2025-06-09,EUPHORIA,13.1643
2025-06-10,EUPHORIA,36.4622
2025-06-11,EUPHORIA,56.5859
2025-06-12,RISK-OFF,-13.9684
2025-06-13,RISK-OFF,-16.1397
2025-06-16,EUPHORIA,35.3895
2025-06-17,RISK-OFF,-55.6936
2025-06-18,RISK-OFF,-21.3233
2025-06-20,RISK-OFF,-14.4927
2025-06-23,EUPHORIA,35.7392
2025-06-24,EUPHORIA,64.1917
2025-06-25,RISK-OFF,-23.269
2025-06-26,EUPHORIA,61.9759
2025-06-27,RISK-OFF,-38.1772
2025-06-30,EUPHORIA,128.6877
2025-07-01,RISK-ON,5.013
2025-07-02,RISK-OFF,-10.1957
2025-07-03,EUPHORIA,44.019
2025-07-07,RISK-OFF,-57.5095
2025-07-08,EUPHORIA,26.9891
2025-07-09,RISK-OFF,-13.53
2025-07-10,RISK-OFF,-80.9751
2025-07-11,RISK-OFF,-40.7105
2025-07-14,RISK-OFF,-37.6693
2025-07-15,RISK-ON,4.6907
2025-07-16,CAUTION,-4.8992
2025-07-17,EUPHORIA,15.2659
2025-07-18,RISK-OFF,-88.7772
2025-07-21,EUPHORIA,76.7223
2025-07-22,NEUTRAL,0.7284
2025-07-23,EUPHORIA,91.4379
2025-07-24,RISK-OFF,-41.915
2025-07-25,RISK-OFF,-9.3623
2025-07-28,RISK-OFF,-32.3694
2025-07-29,EUPHORIA,9.524
2025-07-30,EUPHORIA,55.3138
2025-07-31,RISK-OFF,-46.2326
2025-08-01,RISK-ON,4.8691
2025-08-04,EUPHORIA,64.9551
2025-08-05,RISK-OFF,-9.0514
2025-08-06,EUPHORIA,20.9877
2025-08-07,EUPHORIA,55.1198
2025-08-08,NEUTRAL,-3.7113
2025-08-11,NEUTRAL,-1.7833
2025-08-12,EUPHORIA,121.5672
2025-08-13,RISK-OFF,-32.6833
2025-08-14,RISK-OFF,-30.5286
2025-08-15,EUPHORIA,8.4138
2025-08-18,EUPHORIA,15.3126
2025-08-19,RISK-OFF,-45.6986
2025-08-20,EUPHORIA,29.0823
2025-08-21,RISK-OFF,-23.1476
2025-08-22,EUPHORIA,119.7992
2025-08-25,EUPHORIA,11.9703
2025-08-26,RISK-OFF,-13.155
2025-08-27,EUPHORIA,23.8532
2025-08-28,EUPHORIA,12.8882
2025-08-29,RISK-OFF,-22.3252
2025-09-02,RISK-OFF,-51.3007
2025-09-03,RISK-OFF,-20.4107
2025-09-04,EUPHORIA,18.3267
2025-09-05,EUPHORIA,49.6003
2025-09-08,RISK-OFF,-20.9678
2025-09-09,CAUTION,-7.1566
2025-09-10,EUPHORIA,44.3843
2025-09-11,EUPHORIA,50.1473
2025-09-12,RISK-OFF,-12.6493
2025-09-15,EUPHORIA,13.135
2025-09-16,NEUTRAL,-2.7571
2025-09-17,EUPHORIA,36.4708
2025-09-18,EUPHORIA,15.4886
2025-09-19,RISK-ON,6.8235
2025-09-22,RISK-ON,6.7466
2025-09-23,EUPHORIA,32.4802
2025-09-24,RISK-OFF,-22.227
2025-09-25,RISK-OFF,-66.1155
2025-09-26,EUPHORIA,14.7533
2025-09-29,CAUTION,-5.2932
2025-09-30,RISK-OFF,-14.3784
2025-10-01,RISK-OFF,-75.1173
2025-10-02,RISK-OFF,-16.7773
2025-10-03,EUPHORIA,25.0777
2025-10-06,RISK-OFF,-21.3043
2025-10-07,RISK-OFF,-80.7646
2025-10-08,EUPHORIA,48.7486
2025-10-09,NEUTRAL,3.0792
2025-10-10,RISK-OFF,-60.4161
2025-10-13,EUPHORIA,34.5202
2025-10-14,EUPHORIA,12.1592
2025-10-15,EUPHORIA,14.4288
2025-10-16,RISK-ON,6.0163
2025-10-17,EUPHORIA,37.5711
2025-10-20,RISK-OFF,-31.3189
2025-10-21,RISK-OFF,-12.2442
2025-10-22,EUPHORIA,12.8884
2025-10-23,EUPHORIA,45.4371
2025-10-24,NEUTRAL,0.4181
2025-10-27,EUPHORIA,42.6229
2025-10-28,EUPHORIA,45.5456
2025-10-29,EUPHORIA,26.495
2025-10-30,RISK-OFF,-60.7569
2025-10-31,RISK-OFF,-14.6773
2025-11-03,NEUTRAL,0.3763
2025-11-04,RISK-OFF,-31.7622
2025-11-05,EUPHORIA,90.3319
2025-11-06,RISK-OFF,-37.2341
2025-11-07,EUPHORIA,32.2052
2025-11-10,EUPHORIA,12.8114
2025-11-11,EUPHORIA,31.8965
2025-11-12,RISK-OFF,-39.8121
2025-11-13,RISK-OFF,-23.1863
2025-11-14,EUPHORIA,40.1089
2025-11-17,CAUTION,-5.363
2025-11-18,RISK-OFF,-15.9432
2025-11-19,RISK-OFF,-48.0147
2025-11-20,RISK-OFF,-28.8471
2025-11-21,NEUTRAL,2.2637
2025-11-24,EUPHORIA,18.4608
2025-11-25,EUPHORIA,63.0241
2025-11-26,EUPHORIA,39.0685
2025-11-28,RISK-OFF,-35.2356
2025-12-01,RISK-OFF,-51.8901
2025-12-02,EUPHORIA,60.2735
2025-12-03,RISK-OFF,-13.5595
2025-12-04,EUPHORIA,38.9277
2025-12-05,RISK-OFF,-213.9258
2025-12-08,EUPHORIA,84.6333
2025-12-09,EUPHORIA,36.7156
2025-12-10,RISK-OFF,-10.9051
2025-12-11,EUPHORIA,91.2779
2025-12-12,EUPHORIA,43.1447
2025-12-15,EUPHORIA,26.7276
2025-12-16,RISK-OFF,-52.9534
2025-12-17,RISK-OFF,-101.9797
2025-12-18,EUPHORIA,59.7627
2025-12-19,RISK-OFF,-19.5908
2025-12-22,NEUTRAL,-2.0941
2025-12-23,RISK-OFF,-26.1876
2025-12-24,EUPHORIA,22.3036
2025-12-26,RISK-OFF,-42.0171
2025-12-29,RISK-OFF,-18.5285
2025-12-30,EUPHORIA,38.7743
2025-12-31,EUPHORIA,56.5274
2026-01-02,EUPHORIA,43.6247
2026-01-05,EUPHORIA,63.0227
2026-01-06,EUPHORIA,29.4471
2026-01-07,RISK-OFF,-57.9608
2026-01-08,EUPHORIA,56.6008
2026-01-09,EUPHORIA,65.4937
2026-01-12,RISK-OFF,-94.1982
2026-01-13,RISK-OFF,-41.1117
2026-01-14,EUPHORIA,97.5098
2026-01-15,EUPHORIA,16.7141
2026-01-16,RISK-OFF,-8.8108
2026-01-20,RISK-OFF,-144.3295
2026-01-21,EUPHORIA,34.2359
2026-01-22,EUPHORIA,71.8688
2026-01-23,RISK-OFF,-7.7513
2026-01-26,RISK-OFF,-67.8535
2026-01-27,EUPHORIA,90.5152
2026-01-28,EUPHORIA,27.6761
2026-01-29,RISK-OFF,-44.0943
2026-01-30,RISK-OFF,-83.8798
2026-02-02,EUPHORIA,247.4327
2026-02-03,RISK-ON,4.0393
2026-02-04,RISK-OFF,-114.2753
2026-02-05,EUPHORIA,42.2719
2026-02-06,EUPHORIA,46.5837
2026-02-09,EUPHORIA,102.425
2026-02-10,RISK-ON,6.644
2026-02-11,EUPHORIA,31.641
2026-02-12,RISK-OFF,-16.5138
2026-02-13,RISK-OFF,-40.0213
2026-02-17,EUPHORIA,28.9124
2026-02-18,RISK-ON,4.6657
2026-02-19,EUPHORIA,41.1746
2026-02-20,EUPHORIA,13.1662
2026-02-23,RISK-OFF,-40.9892
2026-02-24,EUPHORIA,74.3072
2026-02-25,CAUTION,-4.9534
2026-02-26,RISK-OFF,-19.1676
2026-02-27,RISK-OFF,-55.4807
2026-03-02,RISK-OFF,-27.3636
2026-03-03,RISK-OFF,-118.9782
2026-03-04,EUPHORIA,79.9286
2026-03-05,RISK-OFF,-95.94
2026-03-06,RISK-OFF,-61.9525
2026-03-09,EUPHORIA,79.4444
2026-03-10,EUPHORIA,26.0355
2026-03-11,RISK-OFF,-26.7234
2026-03-12,RISK-OFF,-111.7476
2026-03-13,CAUTION,-5.7165
2026-03-16,EUPHORIA,104.9403
2026-03-17,EUPHORIA,21.254
2026-03-18,RISK-OFF,-52.0292
2026-03-19,EUPHORIA,39.5556
2026-03-20,RISK-OFF,-75.0809
2026-03-23,EUPHORIA,177.0098
2026-03-24,RISK-OFF,-15.833
2026-03-25,EUPHORIA,43.4199
2026-03-26,RISK-OFF,-30.2122
2026-03-27,RISK-OFF,-58.282
2026-03-30,EUPHORIA,50.1134
2026-03-31,EUPHORIA,92.9737
2026-04-01,EUPHORIA,20.7358
2026-04-02,EUPHORIA,14.9253
2026-04-06,EUPHORIA,10.9671
2026-04-07,RISK-OFF,-17.776
2026-04-08,EUPHORIA,104.7287
2026-04-09,EUPHORIA,77.2636
2026-04-10,EUPHORIA,56.7637
2026-04-13,EUPHORIA,23.7037
2026-04-14,RISK-ON,5.3208
2026-04-15,RISK-OFF,-17.9155
2026-04-16,RISK-OFF,-12.3055
2026-04-17,RISK-OFF,-34.443
2026-04-20,EUPHORIA,14.9067
2026-04-21,RISK-OFF,-24.8462
2026-04-22,RISK-OFF,-21.9545
2026-04-23,EUPHORIA,8.2478
